크레딧명,인명,배역,기타,인명DB연계정보,KMDb 영화정보관리번호
편집,권별리,,,,K31761
사운드(음향),엘렉프레소 지환,,,,K31761
음악,엘렉프레소 지환,,,,K31761
미술팀,김지영,,Ep. 2 <하나이야기>,134941,K29140
분장,김소연,분장/헤어,Ep. 1 <선우와 익준>/메이크업스토리,46478,K29140
감독,정다예,,,,K31762
편집,정다예,,,,K31762
제작부,박재원,,,,K31762
제작부,박나영,,,,K31762
출연,임혜성,앙상블,,,A10625
출연,이시목,어린 에릭,,,A10625
출연,정재희,앙상블,,,A10625
출연,이강,앙상블,,,A10625
출연,박소빈,앙상블,,,A10625
출연,엄준식,앙상블,,,A10625
출연,이형준,앙상블,,,A10625
출연,이성주,앙상블,,,A10625
출연,윤나리,앙상블,,,A10625
출연,이정휘,앙상블,,,A10625
출연,송주영,앙상블,,,A10625
출연,최원종,앙상블,,,A10625
출연,석인모,앙상블,,,A10625
출연,이대승,앙상블,,,A10625
출연,이원협,앙상블,,,A10625
출연,조성태,앙상블,,,A10625
출연,김예은,앙상블,,,A10625
출연,전호준,앙상블,,,A10625
출연,고훈,발레댄서,,,A10625
출연,서도민,발레댄서,,,A10625
출연,강현중,발레댄서,,,A10625
출연,진샬롬,발레댄서,,,A10625
출연,이하나,발레댄서,,,A10625
출연,양다빈,발레댄서,,,A10625
출연,박지원,발레댄서,,,A10625
출연,김규리,발레댄서,,,A10625
동시녹음,김세훈,,,,K32166
동시녹음,조현진,,,,K32166
감독,김희천,,,,K32156
기타스탭,성국진,타이틀 디자인,,,K24732
기타스탭,유병욱,오프닝 시퀀스,,210472,K24732
기타스탭,이향민,타이틀 디자인팀,,,K24732
기타스탭,박희래,타이틀 디자인팀,,,K24732
기타스탭,함연주,제작진행,메가박스중앙㈜플러스엠,223240,K24732
기타스탭,신이슬,제작진행,메가박스중앙㈜플러스엠,,K24732
기타스탭,김태우,제작지원,메가박스중앙㈜플러스엠,197410,K24732
기타스탭,김민주,제작지원,메가박스중앙㈜플러스엠,,K24732
기타스탭,이순금,투자회계총괄,메가박스중앙㈜플러스엠,43163,K24732
기타스탭,이윤주,투자회계진행,메가박스중앙㈜플러스엠,,K24732
기타스탭,김주홍,국내배급총괄,메가박스중앙㈜플러스엠,223239,K24732
기타스탭,김한아,국내배급진행,메가박스중앙㈜플러스엠,215004,K24732
기타스탭,홍신기,국내배급진행,메가박스중앙㈜플러스엠,195733,K24732
기타스탭,최동석,국내배급진행,메가박스중앙㈜플러스엠,,K24732
기타스탭,김상균,콘텐트사업총괄,메가박스중앙㈜플러스엠,,K24732
기타스탭,김무연,국내유통진행,메가박스중앙㈜플러스엠,213683,K24732
기타스탭,장준현,깃발,88올림픽 퍼레이드 [백석예술대학교 공연예술학부 실용댄스 전공],,K30302
감독,김윤일,,,,A11835
기타스탭,차영훈,깃발,88올림픽 퍼레이드 [백석예술대학교 공연예술학부 실용댄스 전공],,K30302
기타스탭,김동진,깃발,88올림픽 퍼레이드 [백석예술대학교 공연예술학부 실용댄스 전공],,K30302
기타스탭,고예준,깃발,88올림픽 퍼레이드 [백석예술대학교 공연예술학부 실용댄스 전공],,K30302
기타스탭,류명승,깃발,88올림픽 퍼레이드 [백석예술대학교 공연예술학부 실용댄스 전공],,K30302
기타스탭,황영서,깃발,88올림픽 퍼레이드 [백석예술대학교 공연예술학부 실용댄스 전공],,K30302
기타스탭,조태욱,북,88올림픽 퍼레이드,,K30302
기타스탭,임금현,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,김재홍,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,심용훈,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,김민구,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,한윤서,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,전효준,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,최경범,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,김상현,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,신진호,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,양하민,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,김진만,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,홍승현,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,신재승,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,선우민,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,고유진,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,권미리,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,김민주,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,이하얀,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,윤혜정,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
기타스탭,박선영,태권도,88올림픽 퍼레이드 [무빙태권도],,K30302
출연,최성문,,,,K32594
출연,김소영,,,40539,K32594
출연,김선향,,,,K32594
각본,이준하,,,223483,K32594
기타스탭,박나리,번역,,,K32594
조감독,박혜연,,,,K32595
촬영팀,김혜경,촬영지원,,176932,K32595
촬영팀,주재형,촬영지원,,43757,K32595
촬영팀,이재우,촬영지원,,148244,K32595
촬영팀,정운천,촬영지원,,78054,K32595
촬영팀,김태수,촬영지원,,46411,K32595
연출부,김요한,연출부지원,,,K18512
제작부,마조은,현장지원,,77935,K18512
제작부,정운천,현장지원,,78054,K18512
스토리보드,이한모,,,,K18512
출연,윤정로,,,202621,K32597
출연,이로운,,,,K32597
연출부,장현영,연출지원,,,K32595
연출부,김지희,연출지원,,,K32595
연출부,백순규,연출지원,,,K32595
연출부,박준우,연출지원,,,K32595
연출부,고형동,연출지원,,78100,K32595
촬영,오건영,,,50723,K32595
출연,이승희,,,,K32597
출연,권오현,,,223494,K32597
출연,김우향,,,,K32594
미술,김시원,,,,K32601
감독,이도경,,,,A12143
기타스탭,김성하,타이틀,,,K32601
감독,한슬기,,,,A12145
각본,허아현,,,,A12146
촬영팀,이병희,,,77464,K32602
촬영팀,이의태,,,47592,K32602
촬영팀,이재우,,,148244,K32602
음악,사람12사람,,,,K32602
각본,박유은,,,,A12146
각본,허정현,,,,A12146
각본,박상혁,,,,A12146
연출부,홍한아,,,201665,K30618
촬영,최민영,,,,A12146
촬영,문서경,,,,A12146
조명,김종우,,,212002,K32601
사운드(음향),조민경,믹싱,,185156,K32601
촬영,오채민,,,,A12146
촬영,김지훈,,,,A12146
제작자,정한결,,,223590,K30618
촬영팀,김주연,,,135248,K30618
촬영팀,이승주,,,190559,K30618
촬영팀,정철민,,,133637,K30618
출연,김유나,인터뷰,,,A12146
출연,김윤재,인터뷰,,,A12146
출연,손정원,인터뷰,,,A12146
출연,박나영,인터뷰,,,A12146
출연,김민국,인터뷰,,,A12146
출연,임채민,인터뷰,,,A12146
출연,박유은,인터뷰,,,A12146
출연,박상혁,인터뷰,,,A12146
출연,문서경,인터뷰,,,A12146
출연,서원빈,인터뷰,,,A12146
감독,박재현,,,,K31618
스크립터,정혜원,,,210018,K14829
사운드팀,조현철,붐오퍼,,149625,K14829
특수효과팀,오원준,,,200824,K27477
특수효과팀,박재성,,,173023,K27477
특수효과팀,설충용,,,186713,K27477
예고편,정상화,예고편제작,비디오브라더스,81156,K27477
예고편,최용진,예고편제작,비디오브라더스,180120,K27477
예고편,임선진,예고편제작,비디오브라더스,211348,K27477
예고편,주하정,예고편제작,비디오브라더스,216103,K27477
예고편,김현준,예고편제작,비디오브라더스,216104,K27477
예고편,최주은,예고편제작,비디오브라더스,216259,K27477
예고편,김초윤,예고편제작,비디오브라더스,216258,K27477
예고편,정지수,예고편제작,비디오브라더스,222677,K27477
분장,장혜령,,,17953,K14829
제작부,유혜빈,,,206496,K14829
제작부,김힘찬,현장 제작지원,,210436,K14829
제작부,민경진,현장 제작지원,,223521,K14829
사운드(음향),미디액트,,,,K14829
색보정,조성환,,,200629,K14829
조명팀,김윤정,1조수,,132969,K27477
조명팀,강승구,2조수,,223838,K27477
조명팀,김규태,3조수,,213171,K27477
조명팀,김태양,4조수,,205724,K27477
조명팀,이제림,4조수,,223839,K27477
조명팀,최대혁,조명지원,,214851,K27477
조명팀,배일성,조명지원,,,K27477
조명팀,김윤정,보드 오퍼레이터,,132969,K27477
조명팀,백종현,발전차,현라이트,162890,K27477
조명팀,권용식,발전차,현라이트,,K27477
조명팀,권혁진,추가발전차,라이츄,176882,K27477
조명팀,손용훈,크레인,성지,164044,K27477
조명팀,젠라이팅,조명장비,Jen Lighting Company,,K27477
색보정팀,손민경,DI Producer,U5K Imageworks,214186,K27477
색보정팀,서경준,Assistant Colorists,U5K Imageworks,,K27477
기타스탭,윤예솔,타이틀,,,K14829
색보정팀,박희하,Assistant Colorists,U5K Imageworks,,K27477
색보정팀,서중권,Digital Cinema Supervisors,U5K Imageworks,171845,K27477
색보정팀,양성원,Digital Cinema Supervisors,U5K Imageworks,,K27477
색보정팀,이준호,Image Mastering,U5K Imageworks,,K27477
색보정팀,배정태,Image Mastering,U5K Imageworks,,K27477
무술팀,박경모,무술팀장,,171585,K27477
무술팀,박예슬,,,223858,K27477
무술팀,조아라,,,186857,K27477
무술팀,김다영,,,215484,K27477
무술팀,조제웅,,,196800,K27477
무술팀,박용균,,,144812,K27477
무술팀,양석,,,211515,K27477
사운드팀,남기연,Ambience Recording,,218373,A10887
사운드팀,김지환,Score Editor,,33461,A10887
감독,이다예,,,,K32719
조명팀,김영덕,,,,K32718
감독,권세훈,,,,K32721
촬영,신정우,,,,K32722
조명팀,박지인,,,,K32718
마케팅/홍보팀,김준호,마케팅총괄,,,A10887
마케팅/홍보팀,황준태,마케팅총괄,,,A10887
마케팅/홍보팀,이재옥,홍보,,,A10887
마케팅/홍보팀,반수정,홍보,,191067,A10887
마케팅/홍보팀,박한기,인쇄,다보인쇄 이사,170669,A10887
기타스탭,홍형준,타이틀 제작,,,A10887
기타스탭,김해원,타이틀 제작,,,A10887
기타스탭,박영빈,타이포그래피,,,A10887
기타스탭,김무진,캘리그래피,,,A10887
기타스탭,정석현,국내배급총괄,,,A10887
기타스탭,한만택,국내배급총괄,,33665,A10887
기타스탭,박진철,국내공동배급,,188553,A10887
기타스탭,김형제,국내공동배급,,,A10887
조명팀,이병윤,,,207517,K32718
출연,김민선,사랑,,,K32722
출연,김태웅,강산,,,K32722
출연,박수연,지수,,,K32722
출연,정유록,지수 남자친구,,,K32722
제작부,김힘찬,,,210436,K32718
미술,백승협,,,,K32718
감독,양승호,,,,K32726
감독,이나현,,,,K32727
감독,김연지,,,148704,K32728
연출부,박주용,,,,K32729
연출부,권유진,,,,K32729
연출부,정채린,,,,K32729
연출부,신혜진,,,,K32729
연출부,신지원,,,,K32729
편집,김연지,,,148704,K32728
촬영,박세희,,,,K32729
촬영,김윤교,,,,K32729
촬영,황진혁,,,,K32729
동시녹음,황호윤,,,182095,K32728
동시녹음,소재웅,,,187167,K32728
동시녹음,정한결,,,223590,K32728
편집,고봉곤,,,170471,K32728
사운드(음향),표용수,믹싱,,19139,K32728
촬영,최영민,,,1988,A10877
촬영,주황룡,,,,A10877
촬영,한규남,,,,A10877
감독,김지원,,,,K32730
마케팅/홍보팀,유은아,홍보 마케팅,콘텐츠 다봄,180553,A10877
마케팅/홍보팀,황윤미,홍보 마케팅,콘텐츠 다봄,188489,A10877
마케팅/홍보팀,김진현,홍보 마케팅,콘텐츠 다봄,218409,A10877
마케팅/홍보팀,김나라,홍보 마케팅,콘텐츠 다봄,218408,A10877
마케팅/홍보팀,김호진,온라인 마케팅,하이라이트,170134,A10877
마케팅/홍보팀,조윤서,온라인 마케팅,하이라이트,211565,A10877
마케팅/홍보팀,김보라,온라인 마케팅,하이라이트,211566,A10877
마케팅/홍보팀,임세영,온라인 마케팅,하이라이트,218012,A10877
마케팅/홍보팀,이은정,온라인 마케팅,하이라이트,218013,A10877
마케팅/홍보팀,김규민,온라인 마케팅,하이라이트,220262,A10877
마케팅/홍보팀,최진희,온라인 광고 디자인,하이라이트,212111,A10877
마케팅/홍보팀,이길호,온라인 광고 디자인,하이라이트,,A10877
예고편,이강일,,,218820,A10877
분장,조은혜,,,211159,K32732
감독,도윤상,,,,K32733
감독,김윤아,,,,K32737
편집,김지영,,,189704,K32736
촬영,김용현,,,200628,K32736
조명,김용현,,,200628,K32736
색보정,김용현,,,200628,K32736
촬영,김영준,,,,K32737
동시녹음,황효윤,,,,K32736
동시녹음,이인의,,,,K32736
감독,조상아,,,,A12246
제작자,조상아,,,,A12246
각본,조상아,,,,A12246
편집,조상아,,,,A12246
음악,조상아,,,,A12246
출연,심해인,,,,K33485
제작자,서예찬,,,,K33485
각본,육상필,,,,K33485
음악,장지흠,,,,K33485
출연,김정식,,,,K33485
감독,박혜민,,,189671,K33491
출연,시영준,목소리,,23509,K33491
각본,박혜민,,,189671,K33491
시각효과,정후용,,,,K33491
음악,김지혜,,,,K33491
출연,김승준,목소리,,132265,K33491
출연,한신정,목소리,,135893,K33491
출연,방연지,목소리,,207977,K33491
출연,정유정,목소리,,166127,K33491
출연,이상범,목소리,,139576,K33491
각본,정혁기,,,,K33495
촬영,정혁기,,,,K33495
편집,정혁기,,,,K33495
의상,여영은,,,,K33495
미술,정민진,,,,K33495
음악,마이클 최,,,,K33495
감독,정혁기,,,,K33495
제작자,여영은,,,,K33495
사운드(음향),고태현,,,,K33495
의상,하미아,,,,K33495
의상,손선희,,,186549,K33495
의상,정환조,,,,K33495
연출부,박연수,,,,K33495
시각효과팀,한상용,Compositing Artist,COCOA VISION,207675,K22103
시각효과팀,문성희,Compositing Artist,COCOA VISION,206428,K22103
시각효과팀,장한솔,Compositing Artist,COCOA VISION,207676,K22103
시각효과팀,박정민,Compositing Artist,COCOA VISION,177253,K22103
시각효과팀,임지현,Compositing Artist,COCOA VISION,201791,K22103
시각효과팀,최예린,Compositing Artist,COCOA VISION,211224,K22103
시각효과팀,이주희,Compositing Artist,COCOA VISION,211724,K22103
시각효과팀,함지훈,Compositing Artist,COCOA VISION,213726,K22103
시각효과팀,김지현,Compositing Artist,COCOA VISION,216263,K22103
시각효과팀,김경하,Compositing Artist,COCOA VISION,205523,K22103
시각효과팀,양우경,Compositing Artist,COCOA VISION,222565,K22103
시각효과팀,한훈일,Compositing Artist,COCOA VISION,221232,K22103
시각효과팀,정준선,Compositing Artist,COCOA VISION,210888,K22103
시각효과팀,김태환,Compositing Artist,COCOA VISION,213877,K22103
시각효과팀,손선영,Lead Compositing Artist,COCOA VISION,172479,K22103
시각효과팀,안희선,Compositing Artist,COCOA VISION,,K22103
시각효과팀,김지훈,Compositing Artist,COCOA VISION,170252,K22103
시각효과팀,이재열,Lead 3D Artist,COCOA VISION,174456,K22103
시각효과팀,조우상,Senior 3D Artist,COCOA VISION,202777,K22103
시각효과팀,정진원,3D Artist,COCOA VISION,211226,K22103
시각효과팀,이종량,3D Artist,COCOA VISION,222566,K22103
시각효과팀,이상수,3D Artist,COCOA VISION,211225,K22103
